date,team,opponent,goals,goals_conceded,is_home,elo,opponent_elo,xg,opponent_xg,tournament,city,country,neutral,gf_prom_5,gc_prom_5,elo_prom_5,gf_prom_15,gc_prom_15,total_goals,pace_20,rival_gf_prom_5,rival_gc_prom_5,rival_elo_prom_5,rival_gf_prom_15,rival_gc_prom_15
2016-01-03,Afghanistan,India,1,2,False,1149.0,1068.0,,,SAFF Cup,Thiruvananthapuram,India,False,,,,,,3,,,,,,
2016-01-03,India,Afghanistan,2,1,True,1068.0,1149.0,,,SAFF Cup,Thiruvananthapuram,India,False,,,,,,3,,,,,,
2016-01-06,Cameroon,Rwanda,1,1,False,1607.0,1338.0,,,Friendly,Gisenyi,Rwanda,False,,,,,,2,,,,,,
2016-01-06,Estonia,Sweden,1,1,False,1492.0,1765.0,,,Friendly,Abu Dhabi,United Arab Emirates,True,,,,,,2,,,,,,
2016-01-06,Rwanda,Cameroon,1,1,True,1338.0,1607.0,,,Friendly,Gisenyi,Rwanda,False,,,,,,2,,,,,,
2016-01-06,Sweden,Estonia,1,1,True,1765.0,1492.0,,,Friendly,Abu Dhabi,United Arab Emirates,True,,,,,,2,,,,,,
2016-01-08,Trinidad and Tobago,Haiti,0,1,True,1614.0,1475.0,,,Copa América qualification,Panama City,Panama,True,,,,,,1,,,,,,
2016-01-08,Sri Lanka,Bangladesh,2,4,False,782.0,897.0,,,Friendly,Jessore,Bangladesh,False,,,,,,6,,,,,,
2016-01-08,Panama,Cuba,4,0,True,1682.0,1339.0,,,Copa América qualification,Panama City,Panama,False,,,,,,4,,,,,,
2016-01-08,Haiti,Trinidad and Tobago,1,0,False,1475.0,1614.0,,,Copa América qualification,Panama City,Panama,True,,,,,,1,,,,,,
2016-01-08,Cuba,Panama,0,4,False,1339.0,1682.0,,,Copa América qualification,Panama City,Panama,False,,,,,,4,,,,,,
2016-01-08,Bangladesh,Sri Lanka,4,2,True,897.0,782.0,,,Friendly,Jessore,Bangladesh,False,,,,,,6,,,,,,
2016-01-10,DR Congo,Rwanda,0,1,False,1504.0,1343.0,,,Friendly,Gisenyi,Rwanda,False,,,,,,1,,1.0,1.0,1607.0,1.0,1.0
2016-01-10,Finland,Sweden,0,3,False,1602.0,1758.0,,,Friendly,Abu Dhabi,United Arab Emirates,True,,,,,,3,,1.0,1.0,1492.0,1.0,1.0
2016-01-10,Rwanda,DR Congo,1,0,True,1343.0,1504.0,,,Friendly,Gisenyi,Rwanda,False,1.0,1.0,1607.0,1.0,1.0,1,2.0,,,,,
2016-01-10,Sweden,Finland,3,0,True,1758.0,1602.0,,,Friendly,Abu Dhabi,United Arab Emirates,True,1.0,1.0,1492.0,1.0,1.0,3,2.0,,,,,
2016-01-11,Maldives,Cambodia,3,2,True,998.0,731.0,,,Friendly,Jessore,Bangladesh,True,,,,,,5,,,,,,
2016-01-11,Cambodia,Maldives,2,3,False,731.0,998.0,,,Friendly,Jessore,Bangladesh,True,,,,,,5,,,,,,
2016-01-13,Cameroon,Uganda,0,0,False,1602.0,1530.0,,,Friendly,Njeru,Uganda,False,1.0,1.0,1338.0,1.0,1.0,0,2.0,,,,,
2016-01-13,Finland,Iceland,0,1,True,1596.0,1673.0,,,Friendly,Abu Dhabi,United Arab Emirates,True,0.0,3.0,1758.0,0.0,3.0,1,3.0,,,,,
2016-01-13,Iceland,Finland,1,0,False,1673.0,1596.0,,,Friendly,Abu Dhabi,United Arab Emirates,True,,,,,,1,,0.0,3.0,1758.0,0.0,3.0
2016-01-13,Nepal,Sri Lanka,1,0,True,851.0,778.0,,,Friendly,Dhaka,Bangladesh,True,,,,,,1,,2.0,4.0,897.0,2.0,4.0
2016-01-13,Sri Lanka,Nepal,0,1,False,778.0,851.0,,,Friendly,Dhaka,Bangladesh,True,2.0,4.0,897.0,2.0,4.0,1,6.0,,,,,
2016-01-13,Uganda,Cameroon,0,0,True,1530.0,1602.0,,,Friendly,Njeru,Uganda,False,,,,,,0,,1.0,1.0,1338.0,1.0,1.0
2016-01-15,Bangladesh,Nepal,0,0,True,901.0,859.0,,,Friendly,Dhaka,Bangladesh,False,4.0,2.0,782.0,4.0,2.0,0,6.0,1.0,0.0,778.0,1.0,0.0
2016-01-15,Nepal,Bangladesh,0,0,False,859.0,901.0,,,Friendly,Dhaka,Bangladesh,False,1.0,0.0,778.0,1.0,0.0,0,1.0,4.0,2.0,782.0,4.0,2.0
2016-01-16,Iceland,United Arab Emirates,1,2,False,1681.0,1627.0,,,Friendly,Dubai,United Arab Emirates,False,1.0,0.0,1596.0,1.0,0.0,3,1.0,,,,,
2016-01-16,United Arab Emirates,Iceland,2,1,True,1627.0,1681.0,,,Friendly,Dubai,United Arab Emirates,False,,,,,,3,,1.0,0.0,1596.0,1.0,0.0
2016-01-19,Maldives,Nepal,1,4,True,1002.0,863.0,,,Friendly,Dhaka,Bangladesh,True,3.0,2.0,731.0,3.0,2.0,5,5.0,0.5,0.0,839.5,0.5,0.0
2016-01-19,Nepal,Maldives,4,1,False,863.0,1002.0,,,Friendly,Dhaka,Bangladesh,True,0.5,0.0,839.5,0.5,0.0,5,0.5,3.0,2.0,731.0,3.0,2.0
2016-01-27,Egypt,Jordan,0,1,True,1609.0,1531.0,,,Friendly,Aswan,Egypt,False,,,,,,1,,,,,,
2016-01-27,Jordan,Egypt,1,0,False,1531.0,1609.0,,,Friendly,Aswan,Egypt,False,,,,,,1,,,,,,
2016-01-29,Egypt,Libya,2,0,True,1594.0,1505.0,,,Friendly,Aswan,Egypt,False,0.0,1.0,1531.0,0.0,1.0,2,1.0,,,,,
2016-01-29,Libya,Egypt,0,2,False,1505.0,1594.0,,,Friendly,Aswan,Egypt,False,,,,,,2,,0.0,1.0,1531.0,0.0,1.0
2016-01-31,United States,Iceland,3,2,True,1758.0,1672.0,,,Friendly,Carson,United States,False,,,,,,5,,1.0,1.0,1611.5,1.0,1.0
2016-01-31,Iceland,United States,2,3,False,1672.0,1758.0,,,Friendly,Carson,United States,False,1.0,1.0,1611.5,1.0,1.0,5,2.0,,,,,
2016-02-05,Bahrain,Lebanon,2,0,True,1414.0,1404.0,,,Friendly,Riffa,Bahrain,False,,,,,,2,,,,,,
2016-02-05,Lebanon,Bahrain,0,2,False,1404.0,1414.0,,,Friendly,Riffa,Bahrain,False,,,,,,2,,,,,,
2016-02-06,Guadeloupe,Martinique,1,1,True,1318.0,1440.0,,,Friendly,Vieux-Habitants,Guadeloupe,False,,,,,,2,,,,,,
2016-02-06,Martinique,Guadeloupe,1,1,False,1440.0,1318.0,,,Friendly,Vieux-Habitants,Guadeloupe,False,,,,,,2,,,,,,
2016-02-14,Lebanon,Uzbekistan,0,2,False,1397.0,1650.0,,,Friendly,Dubai,United Arab Emirates,True,0.0,2.0,1414.0,0.0,2.0,2,2.0,,,,,
2016-02-14,Uzbekistan,Lebanon,2,0,True,1650.0,1397.0,,,Friendly,Dubai,United Arab Emirates,True,,,,,,2,,0.0,2.0,1414.0,0.0,2.0
2016-02-21,Guyana,Suriname,2,0,True,1223.0,1169.0,,,Friendly,Providence,Guyana,False,,,,,,2,,,,,,
2016-02-21,Suriname,Guyana,0,2,False,1169.0,1223.0,,,Friendly,Providence,Guyana,False,,,,,,2,,,,,,
2016-02-25,French Guiana,Suriname,2,3,True,1301.0,1163.0,,,Friendly,Cayenne,French Guiana,False,,,,,,5,,0.0,2.0,1223.0,0.0,2.0
2016-02-25,Suriname,French Guiana,3,2,False,1163.0,1301.0,,,Friendly,Cayenne,French Guiana,False,0.0,2.0,1223.0,0.0,2.0,5,2.0,,,,,
2016-02-27,Burkina Faso,Egypt,0,2,False,1426.0,1599.0,,,Friendly,Alexandria,Egypt,False,,,,,,2,,1.0,0.5,1518.0,1.0,0.5
2016-02-27,Egypt,Burkina Faso,2,0,True,1599.0,1426.0,,,Friendly,Alexandria,Egypt,False,1.0,0.5,1518.0,1.0,0.5,2,1.5,,,,,
2016-03-13,Tamil Eelam,Romani people,4,1,True,1200.0,1200.0,,,ConIFA Challenger Cup,Remscheid,Germany,True,,,,,,5,,,,,,
2016-03-13,Sint Maarten,Anguilla,2,0,True,924.0,562.0,,,Friendly,Philipsburg,Sint Maarten,False,,,,,,2,,,,,,
2016-03-13,Anguilla,Sint Maarten,0,2,False,562.0,924.0,,,Friendly,Philipsburg,Sint Maarten,False,,,,,,2,,,,,,
2016-03-13,Romani people,Tamil Eelam,1,4,False,1200.0,1200.0,,,ConIFA Challenger Cup,Remscheid,Germany,True,,,,,,5,,,,,,
2016-03-18,United Arab Emirates,Bangladesh,6,1,True,1636.0,897.0,,,Friendly,Abu Dhabi,United Arab Emirates,False,2.0,1.0,1681.0,2.0,1.0,7,3.0,2.0,1.0,820.5,2.0,1.0
2016-03-18,Syria,Iraq,1,0,False,1519.0,1512.0,,,Friendly,Tehran,Iran,True,,,,,,1,,,,,,
2016-03-18,Bangladesh,United Arab Emirates,1,6,False,897.0,1636.0,,,Friendly,Abu Dhabi,United Arab Emirates,False,2.0,1.0,820.5,2.0,1.0,7,3.0,2.0,1.0,1681.0,2.0,1.0
2016-03-18,Iraq,Syria,0,1,True,1512.0,1519.0,,,Friendly,Tehran,Iran,True,,,,,,1,,,,,,
2016-03-22,Bermuda,Cuba,1,2,False,1233.0,1336.0,,,CFU Caribbean Cup qualification,Havana,Cuba,False,,,,,,3,,0.0,4.0,1682.0,0.0,4.0
2016-03-22,Cuba,Bermuda,2,1,True,1336.0,1233.0,,,CFU Caribbean Cup qualification,Havana,Cuba,False,0.0,4.0,1682.0,0.0,4.0,3,4.0,,,,,
2016-03-23,Poland,Serbia,1,0,True,1772.0,1715.0,,,Friendly,Poznań,Poland,False,,,,,,1,,,,,,
2016-03-23,Lithuania,Romania,0,1,False,1426.0,1764.0,,,Friendly,Giurgiu,Romania,False,,,,,,1,,,,,,
2016-03-23,Martinique,British Virgin Islands,3,0,True,1439.0,623.0,,,CFU Caribbean Cup qualification,Fort-de-France,Martinique,False,1.0,1.0,1318.0,1.0,1.0,3,2.0,,,,,
2016-03-23,North Macedonia,Slovenia,0,1,False,1438.0,1619.0,,,Friendly,Koper,Slovenia,False,,,,,,1,,,,,,
2016-03-23,Romania,Lithuania,1,0,True,1764.0,1426.0,,,Friendly,Giurgiu,Romania,False,,,,,,1,,,,,,
2016-03-23,Liechtenstein,Gibraltar,0,0,False,1202.0,1119.0,,,Friendly,Gibraltar,Gibraltar,False,,,,,,0,,,,,,
2016-03-23,Slovenia,North Macedonia,1,0,True,1619.0,1438.0,,,Friendly,Koper,Slovenia,False,,,,,,1,,,,,,
2016-03-23,South Sudan,Benin,1,2,True,1155.0,1372.0,,,African Cup of Nations qualification,Juba,South Sudan,False,,,,,,3,,,,,,
2016-03-23,Suriname,Guadeloupe,0,0,False,1179.0,1319.0,,,CFU Caribbean Cup qualification,Les Abymes,Guadeloupe,False,1.5,2.0,1262.0,1.5,2.0,0,3.5,1.0,1.0,1440.0,1.0,1.0
2016-03-23,São Tomé and Príncipe,Libya,2,1,True,1082.0,1500.0,,,African Cup of Nations qualification,São Tomé,São Tomé and Príncipe,False,,,,,,3,,0.0,2.0,1594.0,0.0,2.0
2016-03-23,Zambia,Congo,1,1,True,1505.0,1484.0,,,African Cup of Nations qualification,Ndola,Zambia,False,,,,,,2,,,,,,
2016-03-23,Serbia,Poland,0,1,False,1715.0,1772.0,,,Friendly,Poznań,Poland,False,,,,,,1,,,,,,
2016-03-23,Libya,São Tomé and Príncipe,1,2,False,1500.0,1082.0,,,African Cup of Nations qualification,São Tomé,São Tomé and Príncipe,False,0.0,2.0,1594.0,0.0,2.0,3,2.0,,,,,
2016-03-23,Antigua and Barbuda,Aruba,2,1,True,1243.0,932.0,,,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,False,,,,,,3,,,,,,
2016-03-23,Israel,Croatia,0,2,False,1578.0,1813.0,,,Friendly,Osijek,Croatia,False,,,,,,2,,,,,,
2016-03-23,Kenya,Guinea-Bissau,0,1,False,1377.0,1200.0,,,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,,,,,,1,,,,,,
2016-03-23,Aruba,Antigua and Barbuda,1,2,False,932.0,1243.0,,,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,False,,,,,,3,,,,,,
2016-03-23,Barbados,Curaçao,1,0,True,1143.0,176.0,,,CFU Caribbean Cup qualification,Bridgetown,Barbados,False,,,,,,1,,,,,,
2016-03-23,British Virgin Islands,Martinique,0,3,False,623.0,1439.0,,,CFU Caribbean Cup qualification,Fort-de-France,Martinique,False,,,,,,3,,1.0,1.0,1318.0,1.0,1.0
2016-03-23,Congo,Zambia,1,1,False,1484.0,1505.0,,,African Cup of Nations qualification,Ndola,Zambia,False,,,,,,2,,,,,,
2016-03-23,Benin,South Sudan,2,1,False,1372.0,1155.0,,,African Cup of Nations qualification,Juba,South Sudan,False,,,,,,3,,,,,,
2016-03-23,Curaçao,Barbados,0,1,False,176.0,1143.0,,,CFU Caribbean Cup qualification,Bridgetown,Barbados,False,,,,,,1,,,,,,
2016-03-23,Gibraltar,Liechtenstein,0,0,True,1119.0,1202.0,,,Friendly,Gibraltar,Gibraltar,False,,,,,,0,,,,,,
2016-03-23,Guadeloupe,Suriname,0,0,True,1319.0,1179.0,,,CFU Caribbean Cup qualification,Les Abymes,Guadeloupe,False,1.0,1.0,1440.0,1.0,1.0,0,2.0,1.5,2.0,1262.0,1.5,2.0
2016-03-23,Guinea-Bissau,Kenya,1,0,True,1200.0,1377.0,,,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,,,,,,1,,,,,,
2016-03-23,Croatia,Israel,2,0,True,1813.0,1578.0,,,Friendly,Osijek,Croatia,False,,,,,,2,,,,,,
2016-03-24,Paraguay,Ecuador,2,2,False,1727.0,1914.0,,,FIFA World Cup qualification,Quito,Ecuador,False,,,,,,4,,,,,,
2016-03-24,Saudi Arabia,Malaysia,2,0,True,1513.0,1123.0,,,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,,,,,,2,,,,,,
2016-03-24,Qatar,Hong Kong,2,0,True,1569.0,1222.0,,,FIFA World Cup qualification,Doha,Qatar,False,,,,,,2,,,,,,
2016-03-24,Philippines,Uzbekistan,0,1,False,1240.0,1654.0,,,FIFA World Cup qualification,Tashkent,Uzbekistan,False,,,,,,1,,2.0,0.0,1397.0,2.0,0.0
2016-03-24,Peru,Venezuela,2,2,True,1787.0,1600.0,,,FIFA World Cup qualification,Lima,Peru,False,,,,,,4,,,,,,
2016-03-24,Papua New Guinea,Solomon Islands,0,2,False,1050.0,1170.0,,,Friendly,Honiara,Solomon Islands,False,,,,,,2,,,,,,
2016-03-24,Mozambique,Ghana,1,3,False,1328.0,1641.0,,,African Cup of Nations qualification,Accra,Ghana,False,,,,,,4,,,,,,
2016-03-24,Oman,Guam,1,0,True,1476.0,882.0,,,FIFA World Cup qualification,Muscat,Oman,False,,,,,,1,,,,,,
2016-03-24,Norway,Estonia,0,0,False,1625.0,1499.0,,,Friendly,Tallinn,Estonia,False,,,,,,0,,1.0,1.0,1765.0,1.0,1.0
2016-03-24,Northern Ireland,Wales,1,1,False,1594.0,1672.0,,,Friendly,Cardiff,Wales,False,,,,,,2,,,,,,
2016-03-24,Myanmar,Singapore,1,2,False,1036.0,1186.0,,,Friendly,Kallang,Singapore,False,,,,,,3,,,,,,
2016-03-24,Scotland,Czech Republic,1,0,False,1698.0,1765.0,,,Friendly,Prague,Czech Republic,False,,,,,,1,,,,,,
2016-03-24,Montenegro,Greece,1,2,False,1566.0,1610.0,,,Friendly,Piraeus,Greece,False,,,,,,3,,,,,,
2016-03-24,Moldova,Malta,0,0,False,1351.0,1232.0,,,Friendly,Attard,Malta,False,,,,,,0,,,,,,
2016-03-24,Palestine,United Arab Emirates,0,2,False,1357.0,1636.0,,,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,,,,,,2,,4.0,1.0,1289.0,4.0,1.0
2016-03-24,Singapore,Myanmar,2,1,True,1186.0,1036.0,,,Friendly,Kallang,Singapore,False,,,,,,3,,,,,,
2016-03-24,Taiwan,Vietnam,1,4,False,786.0,1216.0,,,FIFA World Cup qualification,Hanoi,Vietnam,False,,,,,,5,,,,,,
2016-03-24,South Korea,Lebanon,1,0,True,1789.0,1393.0,,,FIFA World Cup qualification,Ansan,South Korea,False,,,,,,1,,0.0,2.0,1532.0,0.0,2.0
2016-03-24,Malta,Moldova,0,0,True,1232.0,1351.0,,,Friendly,Attard,Malta,False,,,,,,0,,,,,,
2016-03-24,Yemen,Bahrain,0,3,False,1183.0,1421.0,,,FIFA World Cup qualification,Riffa,Bahrain,False,,,,,,3,,2.0,0.0,1404.0,2.0,0.0
2016-03-24,Wales,Northern Ireland,1,1,True,1672.0,1594.0,,,Friendly,Cardiff,Wales,False,,,,,,2,,,,,,
2016-03-24,Vietnam,Taiwan,4,1,True,1216.0,786.0,,,FIFA World Cup qualification,Hanoi,Vietnam,False,,,,,,5,,,,,,
2016-03-24,Venezuela,Peru,2,2,False,1600.0,1787.0,,,FIFA World Cup qualification,Lima,Peru,False,,,,,,4,,,,,,
2016-03-24,Uzbekistan,Philippines,1,0,True,1654.0,1240.0,,,FIFA World Cup qualification,Tashkent,Uzbekistan,False,2.0,0.0,1397.0,2.0,0.0,1,2.0,,,,,
2016-03-24,Solomon Islands,Papua New Guinea,2,0,True,1170.0,1050.0,,,Friendly,Honiara,Solomon Islands,False,,,,,,2,,,,,,
2016-03-24,United Arab Emirates,Palestine,2,0,True,1636.0,1357.0,,,FIFA World Cup qualification,Abu Dhabi,United Arab Emirates,False,4.0,1.0,1289.0,4.0,1.0,2,5.0,,,,,
2016-03-24,Turkey,Sweden,2,1,True,1804.0,1764.0,,,Friendly,Antalya,Turkey,False,,,,,,3,,2.0,0.5,1547.0,2.0,0.5
2016-03-24,Thailand,Iraq,2,2,False,1410.0,1502.0,,,FIFA World Cup qualification,Tehran,Iran,True,,,,,,4,,0.0,1.0,1519.0,0.0,1.0
2016-03-24,Tajikistan,Australia,0,7,False,1235.0,1703.0,,,FIFA World Cup qualification,Adelaide,Australia,False,,,,,,7,,,,,,
2016-03-24,Syria,Cambodia,6,0,True,1529.0,727.0,,,FIFA World Cup qualification,Seeb,Oman,True,1.0,0.0,1512.0,1.0,0.0,6,1.0,2.0,3.0,998.0,2.0,3.0
2016-03-24,Sweden,Turkey,1,2,False,1764.0,1804.0,,,Friendly,Antalya,Turkey,False,2.0,0.5,1547.0,2.0,0.5,3,2.5,,,,,
2016-03-24,Spain,Italy,1,1,False,2001.0,1870.0,,,Friendly,Udine,Italy,False,,,,,,2,,,,,,
2016-03-24,Ukraine,Cyprus,1,0,True,1816.0,1423.0,,,Friendly,Odessa,Ukraine,False,,,,,,1,,,,,,
2016-03-24,Maldives,China PR,0,4,False,988.0,1200.0,,,FIFA World Cup qualification,Wuhan,China PR,False,2.0,3.0,797.0,2.0,3.0,4,5.0,,,,,
2016-03-24,Australia,Tajikistan,7,0,True,1703.0,1235.0,,,FIFA World Cup qualification,Adelaide,Australia,False,,,,,,7,,,,,,
2016-03-24,Madagascar,Central African Republic,1,1,True,1279.0,1248.0,,,African Cup of Nations qualification,Antananarivo,Madagascar,False,,,,,,2,,,,,,
2016-03-24,Afghanistan,Japan,0,5,False,1135.0,1750.0,,,FIFA World Cup qualification,Saitama,Japan,False,1.0,2.0,1068.0,1.0,2.0,5,3.0,,,,,
2016-03-24,Argentina,Chile,2,1,False,2023.0,1975.0,,,FIFA World Cup qualification,Santiago,Chile,False,,,,,,3,,,,,,
2016-03-24,Bahrain,Yemen,3,0,True,1421.0,1183.0,,,FIFA World Cup qualification,Riffa,Bahrain,False,2.0,0.0,1404.0,2.0,0.0,3,2.0,,,,,
2016-03-24,Bangladesh,Jordan,0,8,False,897.0,1546.0,,,FIFA World Cup qualification,Amman,Jordan,False,1.67,2.67,1092.33,1.67,2.67,8,4.33,1.0,0.0,1609.0,1.0,0.0
2016-03-24,Malaysia,Saudi Arabia,0,2,False,1123.0,1513.0,,,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,,,,,,2,,,,,,
2016-03-24,Botswana,Comoros,0,1,False,1323.0,941.0,,,African Cup of Nations qualification,Mitsamiouli,Comoros,False,,,,,,1,,,,,,
2016-03-24,Cambodia,Syria,0,6,False,727.0,1529.0,,,FIFA World Cup qualification,Seeb,Oman,True,2.0,3.0,998.0,2.0,3.0,6,5.0,1.0,0.0,1512.0,1.0,0.0
2016-03-24,Central African Republic,Madagascar,1,1,False,1248.0,1279.0,,,African Cup of Nations qualification,Antananarivo,Madagascar,False,,,,,,2,,,,,,
2016-03-24,Chile,Argentina,1,2,True,1975.0,2023.0,,,FIFA World Cup qualification,Santiago,Chile,False,,,,,,3,,,,,,
2016-03-24,China PR,Maldives,4,0,True,1200.0,988.0,,,FIFA World Cup qualification,Wuhan,China PR,False,,,,,,4,,2.0,3.0,797.0,2.0,3.0
2016-03-24,Colombia,Bolivia,3,2,False,1954.0,1623.0,,,FIFA World Cup qualification,La Paz,Bolivia,False,,,,,,5,,,,,,
2016-03-24,Comoros,Botswana,1,0,True,941.0,1323.0,,,African Cup of Nations qualification,Mitsamiouli,Comoros,False,,,,,,1,,,,,,
2016-03-24,Cyprus,Ukraine,0,1,False,1423.0,1816.0,,,Friendly,Odessa,Ukraine,False,,,,,,1,,,,,,
2016-03-24,Czech Republic,Scotland,0,1,True,1765.0,1698.0,,,Friendly,Prague,Czech Republic,False,,,,,,1,,,,,,
2016-03-24,Denmark,Iceland,2,1,True,1727.0,1667.0,,,Friendly,Herning,Denmark,False,,,,,,3,,1.33,1.67,1660.33,1.33,1.67
2016-03-24,Bolivia,Colombia,2,3,True,1623.0,1954.0,,,FIFA World Cup qualification,La Paz,Bolivia,False,,,,,,5,,,,,,
2016-03-24,Ecuador,Paraguay,2,2,True,1914.0,1727.0,,,FIFA World Cup qualification,Quito,Ecuador,False,,,,,,4,,,,,,
2016-03-24,Djibouti,Liberia,0,1,True,756.0,1325.0,,,African Cup of Nations qualification,Djibouti,Djibouti,False,,,,,,1,,,,,,
2016-03-24,Liberia,Djibouti,1,0,False,1325.0,756.0,,,African Cup of Nations qualification,Djibouti,Djibouti,False,,,,,,1,,,,,,
2016-03-24,Lebanon,South Korea,0,1,False,1393.0,1789.0,,,FIFA World Cup qualification,Ansan,South Korea,False,0.0,2.0,1532.0,0.0,2.0,1,2.0,,,,,
2016-03-24,Japan,Afghanistan,5,0,True,1750.0,1135.0,,,FIFA World Cup qualification,Saitama,Japan,False,,,,,,5,,1.0,2.0,1068.0,1.0,2.0
2016-03-24,Italy,Spain,1,1,True,1870.0,2001.0,,,Friendly,Udine,Italy,False,,,,,,2,,,,,,
2016-03-24,Iraq,Thailand,2,2,True,1502.0,1410.0,,,FIFA World Cup qualification,Tehran,Iran,True,0.0,1.0,1519.0,0.0,1.0,4,1.0,,,,,
2016-03-24,Iran,India,4,0,True,1728.0,1082.0,,,FIFA World Cup qualification,Tehran,Iran,False,,,,,,4,,2.0,1.0,1149.0,2.0,1.0
2016-03-24,Jordan,Bangladesh,8,0,True,1546.0,897.0,,,FIFA World Cup qualification,Amman,Jordan,False,1.0,0.0,1609.0,1.0,0.0,8,1.0,1.67,2.67,1092.33,1.67,2.67
2016-03-24,Iceland,Denmark,1,2,False,1667.0,1727.0,,,Friendly,Herning,Denmark,False,1.33,1.67,1660.33,1.33,1.67,3,3.0,,,,,
2016-03-24,Hong Kong,Qatar,0,2,False,1222.0,1569.0,,,FIFA World Cup qualification,Doha,Qatar,False,,,,,,2,,,,,,
2016-03-24,Guam,Oman,0,1,False,882.0,1476.0,,,FIFA World Cup qualification,Muscat,Oman,False,,,,,,1,,,,,,
2016-03-24,Greece,Montenegro,2,1,True,1610.0,1566.0,,,Friendly,Piraeus,Greece,False,,,,,,3,,,,,,
2016-03-24,Ghana,Mozambique,3,1,True,1641.0,1328.0,,,African Cup of Nations qualification,Accra,Ghana,False,,,,,,4,,,,,,
2016-03-24,India,Iran,0,4,False,1082.0,1728.0,,,FIFA World Cup qualification,Tehran,Iran,False,2.0,1.0,1149.0,2.0,1.0,4,3.0,,,,,
2016-03-24,Estonia,Norway,0,0,True,1499.0,1625.0,,,Friendly,Tallinn,Estonia,False,1.0,1.0,1765.0,1.0,1.0,0,2.0,,,,,
2016-03-25,Portugal,Bulgaria,0,1,True,1918.0,1583.0,,,Friendly,Leiria,Portugal,False,,,,,,1,,,,,,
2016-03-25,Panama,Haiti,0,0,False,1685.0,1503.0,,,FIFA World Cup qualification,Port-au-Prince,Haiti,False,4.0,0.0,1339.0,4.0,0.0,0,4.0,1.0,0.0,1614.0,1.0,0.0
2016-03-25,Nigeria,Egypt,1,1,True,1634.0,1602.0,,,African Cup of Nations qualification,Kaduna,Nigeria,False,,,,,,2,,1.33,0.33,1487.33,1.33,0.33
2016-03-25,Netherlands,France,2,3,True,1897.0,1953.0,,,Friendly,Amsterdam,Netherlands,False,,,,,,5,,,,,,
2016-03-25,Mauritania,Gambia,2,1,True,1247.0,1325.0,,,African Cup of Nations qualification,Nouakchott,Mauritania,False,,,,,,3,,,,,,
2016-03-25,Mali,Equatorial Guinea,1,0,True,1533.0,1361.0,,,African Cup of Nations qualification,Bamako,Mali,False,,,,,,1,,,,,,
2016-03-25,Malawi,Guinea,0,0,False,1306.0,1551.0,,,African Cup of Nations qualification,Conakry,Guinea,False,,,,,,0,,,,,,
2016-03-25,Republic of Ireland,Switzerland,1,0,True,1200.0,1808.0,,,Friendly,Dublin,Republic of Ireland,False,,,,,,1,,,,,,
2016-03-25,Mexico,Canada,3,0,False,1906.0,1528.0,,,FIFA World Cup qualification,Vancouver,Canada,False,,,,,,3,,,,,,
2016-03-25,Saint Vincent and the Grenadines,Trinidad and Tobago,2,3,True,1159.0,1586.0,,,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,False,,,,,,5,,0.0,1.0,1475.0,0.0,1.0
2016-03-25,United States,Guatemala,0,2,False,1763.0,1455.0,,,FIFA World Cup qualification,Guatemala City,Guatemala,False,3.0,2.0,1672.0,3.0,2.0,2,5.0,,,,,
2016-03-25,Slovakia,Latvia,0,0,True,1743.0,1450.0,,,Friendly,Trnava,Slovakia,False,,,,,,0,,,,,,
2016-03-25,Sudan,Ivory Coast,0,1,False,1286.0,1733.0,,,African Cup of Nations qualification,Abidjan,Ivory Coast,False,,,,,,1,,,,,,
2016-03-25,Switzerland,Republic of Ireland,0,1,False,1808.0,1200.0,,,Friendly,Dublin,Republic of Ireland,False,,,,,,1,,,,,,
2016-03-25,Togo,Tunisia,0,1,False,1400.0,1546.0,,,African Cup of Nations qualification,Monastir,Tunisia,False,,,,,,1,,,,,,
2016-03-25,Trinidad and Tobago,Saint Vincent and the Grenadines,3,2,False,1586.0,1159.0,,,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,False,0.0,1.0,1475.0,0.0,1.0,5,1.0,,,,,
2016-03-25,Tunisia,Togo,1,0,True,1546.0,1400.0,,,African Cup of Nations qualification,Monastir,Tunisia,False,,,,,,1,,,,,,
2016-03-25,Uruguay,Brazil,2,2,False,1946.0,2038.0,,,FIFA World Cup qualification,Recife,Brazil,False,,,,,,4,,,,,,
2016-03-25,Zimbabwe,Eswatini,1,1,False,1355.0,1200.0,,,African Cup of Nations qualification,Lobamba,Swaziland,False,,,,,,2,,,,,,
2016-03-25,Luxembourg,Bosnia and Herzegovina,0,3,True,1254.0,1722.0,,,Friendly,Luxembourg,Luxembourg,False,,,,,,3,,,,,,
2016-03-25,Sierra Leone,Gabon,1,2,False,1334.0,1479.0,,,Friendly,Franceville,Gabon,False,,,,,,3,,,,,,
